Player 1: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 388: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 389: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 390: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 391: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 392: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 393: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 394: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 395: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 396: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 397: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 398: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 399: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 400: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 401: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 402: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 403: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 404: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 405: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 406: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 407: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 408: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 409: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 410: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 411: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 412: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 413: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 414: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 415: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 416: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 417: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 418: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 419: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 420: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 421: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 422: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 423: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 424: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 425: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 426: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 427: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 428: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 429: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 430: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 431: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 432: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 433: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 434: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 435: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 436: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 437: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 438: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 439: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 440: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 441: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 442: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 443: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 444: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 445: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 446: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 447: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 448: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 449: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 450: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 451: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 452: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 453: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 454: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 455: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 456: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 457: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 458: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 459: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 460: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 461: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 462: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 463: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 464: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 465: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 466: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 467: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 468: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 469: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 470: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 471: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 472: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 473: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 474: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 475: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 476: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 477: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 478: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 479: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 480: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 481: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 482: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 483: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 484: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 485: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 486: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 487: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 488: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 489: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 490: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 491: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 492: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 493: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 494: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 495: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 496: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 497: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 498: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 499: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 500: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 501: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 502: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 503: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 504: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 505: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 506: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 507: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 508: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 509: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 510: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 511: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 512: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 513: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 514: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 515: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 516: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 517: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 518: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 519: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 520: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 521: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 522: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 523: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 524: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 525: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 526: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 527: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 528: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 529: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 530: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 531: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 532: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 533: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 534: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 535: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 536: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 537: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 538: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 539: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 540: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 541: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 542: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 543: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 544: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 545: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 546: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 547: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 548: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 549: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 550: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 551: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 552: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 553: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 554: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 555: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 556: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 557: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 558: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 559: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 560: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 561: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 562: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 563: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 564: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 565: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 566: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 567: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 568: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 569: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 570: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 571: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 572: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 573: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 574: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 575: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 576: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 577: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 578: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 579: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 580: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 581: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 582: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 583: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 584: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 585: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 586: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 587: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 588: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 589: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 590: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 591: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 592: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 593: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 594: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 595: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 596: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 597: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 598: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 599: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 600: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 601: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 602: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 603: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 604: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 605: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 606: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 607: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 608: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 609: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 610: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 611: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 612: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 613: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 614: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 615: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 616: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 617: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 618: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 619: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 620: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 621: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 622: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 623: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 624: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 625: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 626: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 627: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 628: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 629: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 630: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 631: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 632: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 633: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 634: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 635: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 636: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 637: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 638: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 639: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 640: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 641: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 642: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 643: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 644: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 645: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 646: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 647: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 648: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 649: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 650: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 651: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 652: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 653: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 654: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 655: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 656: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 657: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 658: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 659: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 660: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 661: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 662: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 663: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 664: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 665: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 666: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 667: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 668: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 669: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 670: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 671: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 672: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 673: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 674: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 675: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 676: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 677: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 678: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 679: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 680: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 681: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 682: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 683: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 684: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 685: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 686: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 687: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 688: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 689: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 690: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 691: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 692: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 693: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 694: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 695: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 696: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 697: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 698: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 699: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 700: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 701: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 702: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 703: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 704: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 705: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 706: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 707: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 708: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 709: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 710: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 711: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 712: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 713: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 714: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 715: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 716: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 717: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 718: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 719: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 720: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 721: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 722: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 723: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 724: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 725: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 726: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 727: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 728: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 729: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 730: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 731: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 732: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 733: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 734: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 735: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 736: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 737: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 738: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 739: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 740: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 741: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 742: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 743: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 744: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 745: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 746: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 747: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 748: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 749: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 750: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 751: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 752: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 753: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 754: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 755: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 756: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 757: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 758: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 759: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 760: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 761: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 762: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 763: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 764: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 765: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 766: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 767: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 768: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 769: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 770: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 771: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 772: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 773: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 774: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
